Player,Season,DIS,DBPM,DWS,D-LEBRON
Jaylen Brown,2021-22,4.296154037,0.1,3.4,-0.04
Tobias Harris,2021-22,4.223500497,-0.6,2.6,0.14
Jericho Sims,2021-22,4.213038202,1.1,0.8,1.55
Richaun Holmes,2021-22,3.985064135,-0.1,0.9,0.52
Grayson Allen,2021-22,3.767366159,-0.2,1.4,-0.02
Frank Ntilikina,2021-22,3.758436126,0.9,0.9,-0.04
Max Strus,2021-22,3.633487865,-0.4,1.7,-0.21
Nemanja Bjelica,2021-22,3.612532138,2.3,2.1,0.77
Delon Wright,2021-22,3.594860438,2.4,1.5,1.06
Anthony Edwards,2021-22,3.564342455,-0.4,2.4,-0.42
Devin Vassell,2021-22,3.498306844,0.0,2.0,0.33
Cade Cunningham,2021-22,3.460488075,-0.5,1.9,-0.79
Khris Middleton,2021-22,3.453884817,-0.3,2.2,0.03
Darius Bazley,2021-22,3.433573966,0.3,2.2,-0.02
Keldon Johnson,2021-22,3.405087257,-1.2,2.0,-0.47
Josh Green,2021-22,3.330149553,1.4,1.4,1.05
Facundo Campazzo,2021-22,3.281581927,1.3,1.3,-0.02
Enes Freedom,2021-22,3.278645442,-0.2,0.7,0.32
Brook Lopez,2021-22,3.251319325,-0.7,0.3,0.4
Kyle Kuzma,2021-22,3.250736736,-0.4,2.0,-0.48
Ayo Dosunmu,2021-22,3.108671699,-0.1,1.3,-0.06
LaMarcus Aldridge,2021-22,3.092112689,-0.6,1.0,-0.46
Dillon Brooks,2021-22,3.05474311,-0.8,0.9,0.26
De'Anthony Melton,2021-22,3.019764439,1.6,2.8,0.59
Jeff Green,2021-22,2.783792031,-1.3,1.2,-0.17
Bismack Biyombo,2021-22,2.766881053,0.4,0.9,1.13
Immanuel Quickley,2021-22,2.697389944,0.0,1.8,-0.49
Jerami Grant,2021-22,2.687323498,-0.2,1.1,0.14
Gary Trent Jr.,2021-22,2.686431657,0.3,2.5,0.19
Jalen Brunson,2021-22,2.674629338,0.0,2.7,-0.45
Lamar Stevens,2021-22,2.591041563,0.3,1.2,0.0
Sekou Doumbouya,2021-22,2.589201889,10.0,0.1,0.02
Derrick Jones Jr.,2021-22,2.587061066,0.5,0.8,0.2
Obi Toppin,2021-22,2.583493194,0.3,1.5,0.07
Khem Birch,2021-22,2.548345731,0.4,1.1,0.63
John Konchar,2021-22,2.507561443,1.3,1.8,0.19
Shai Gilgeous-Alexander,2021-22,2.498976945,0.5,1.8,0.05
Zach Collins,2021-22,2.483467598,1.0,0.7,0.78
Alperen Sengun,2021-22,2.465185839,0.6,1.3,-0.14
Kent Bazemore,2021-22,2.434495918,0.8,0.5,0.17
Austin Reaves,2021-22,2.426216539,-0.6,0.8,-0.4
Drew Eubanks,2021-22,2.383055148,-2.3,0.3,-0.03
Lauri Markkanen,2021-22,2.330592542,-0.1,2.3,0.06
George Hill,2021-22,2.258181134,0.6,1.0,0.46
Maurice Harkless,2021-22,2.253952467,0.4,0.6,0.68
Isaiah Roby,2021-22,2.24238592,0.2,1.1,0.49
Tristan Thompson,2021-22,2.233843247,-0.8,0.4,0.1
Duncan Robinson,2021-22,2.227513033,-0.3,2.0,0.31
Nassir Little,2021-22,2.22558003,-0.6,0.6,-0.27
RJ Barrett,2021-22,2.184594371,-1.3,2.2,-1.33
Terance Mann,2021-22,2.13133931,0.2,2.4,-0.74
Anthony Gill,2021-22,2.08926061,-1.3,0.2,0.19
Brandon Ingram,2021-22,2.028603407,-0.6,1.3,0.08
Josh Giddey,2021-22,1.904087998,0.3,1.7,0.01
Luka Doncic,2021-22,1.892147554,1.8,3.8,-0.2
Kevin Huerter,2021-22,1.843236992,-0.7,1.0,-0.24
Naji Marshall,2021-22,1.839110829,-0.5,0.7,0.33
Thomas Bryant,2021-22,1.810569815,-0.7,0.4,1.11
Dennis Smith Jr.,2021-22,1.806154251,1.2,0.5,0.75
Braxton Key,2021-22,1.678349543,0.5,0.3,0.7
Landry Shamet,2021-22,1.63952697,-0.4,1.5,-0.22
Garrett Temple,2021-22,1.637879456,0.3,1.0,-0.29
Reggie Bullock Jr.,2021-22,1.628587822,,,-0.04
Dwight Howard,2021-22,1.591786683,0.0,1.3,1.07
James Harden,2021-22,1.506529204,0.1,0.9,-0.6
Pat Connaughton,2021-22,1.501824492,0.3,1.6,-0.07
Romeo Langford,2021-22,1.483512131,-0.4,0.0,0.11
Greg Monroe,2021-22,1.466845299,-0.3,0.0,-0.28
Jordan Goodwin,2021-22,1.397423249,-9.4,0.0,-0.02
Marvin Bagley III,2021-22,1.359003472,-0.9,0.4,-0.61
Ja Morant,2021-22,1.356451498,-0.1,2.1,-1.11
Bradley Beal,2021-22,1.30667252,-1.2,0.7,-0.44
Paul Reed,2021-22,1.194444127,2.9,0.7,1.16
Isaiah Jackson,2021-22,1.184997209,0.0,0.7,1.2
Jonathan Kuminga,2021-22,1.082840755,-0.2,1.8,-0.52
Mason Jones,2021-22,1.072085953,0.3,0.0,-0.15
Rudy Gay,2021-22,1.069427234,-0.3,1.3,-0.01
Talen Horton-Tucker,2021-22,0.980089214,-0.2,1.2,-0.23
Eugene Omoruyi,2021-22,0.917160861,0.7,0.0,-0.26
Wesley Matthews,2021-22,0.887484064,-0.3,0.6,-0.75
Kelly Olynyk,2021-22,0.861260086,1.0,0.8,0.43
Freddie Gillespie,2021-22,0.846523872,1.0,0.2,0.76
Keita Bates-Diop,2021-22,0.758456888,-0.5,1.0,0.13
Tyrese Maxey,2021-22,0.715967139,-0.7,1.9,-0.95
Dennis Schroder,2021-22,0.683707456,-1.9,0.1,-0.17
Cameron Payne,2021-22,0.657818458,0.4,1.8,0.11
DeAndre Jordan,2021-22,0.642271831,-1.4,0.3,0.5
James Johnson,2021-22,0.627283339,0.6,1.1,-0.34
Tre Jones,2021-22,0.621290087,0.4,0.9,0.04
Mamadi Diakite,2021-22,0.609407599,0.9,0.3,0.81
LaMelo Ball,2021-22,0.585506719,0.1,2.5,-1.08
Nick Richards,2021-22,0.539665952,-0.2,0.3,0.25
Josh Richardson,2021-22,0.486073334,-0.3,0.4,0.1
Ed Davis,2021-22,0.444761191,2.5,0.3,0.77
Tim Hardaway Jr.,2021-22,0.440522507,0.2,1.5,-0.13
Feron Hunt,2021-22,0.431361327,1.0,0.0,-0.22
Bogdan Bogdanovic,2021-22,0.338720577,-0.2,1.2,-0.25
Cory Joseph,2021-22,0.326133279,-0.1,0.8,-0.51
Gary Harris,2021-22,0.31356197,-0.4,1.0,-0.43
Shake Milton,2021-22,0.310045563,-0.6,1.0,-0.47
Seth Curry,2021-22,0.292910901,-0.8,0.3,-0.76
Gordon Hayward,2021-22,0.277438171,-0.8,1.0,-0.24
Shaq Buchanan,2021-22,0.242094946,0.3,0.0,-0.68
Justin Holiday,2021-22,0.228766671,-0.8,0.3,-0.1
D'Angelo Russell,2021-22,0.183944795,-1.5,1.5,-0.79
KZ Okpala,2021-22,0.098395991,0.4,0.3,0.4
Harrison Barnes,2021-22,0.018103315,-1.3,1.0,-0.55
Damian Jones,2021-22,-0.052692614,0.5,0.9,0.01
Klay Thompson,2021-22,-0.076496376,-1.6,1.2,-0.92
Derrick Walton Jr.,2021-22,-0.087820248,,,0.36
Jordan McLaughlin,2021-22,-0.120942524,1.6,1.0,0.57
Day'Ron Sharpe,2021-22,-0.188693578,-2.5,0.5,-0.5
Marquese Chriss,2021-22,-0.274450191,0.0,0.6,0.39
Larry Nance Jr.,2021-22,-0.277659246,-0.8,0.2,0.19
Will Barton,2021-22,-0.293580749,-0.9,1.9,0.26
Cat Barber,2021-22,-0.32322504,-7.6,0.0,-0.1
Torrey Craig,2021-22,-0.335141017,0.9,1.0,-0.87
Frank Kaminsky,2021-22,-0.373208907,2.5,0.3,-0.14
Derrick Rose,2021-22,-0.392404281,0.0,0.7,-1.22
David Nwaba,2021-22,-0.401588131,0.0,0.5,0.49
Dylan Windler,2021-22,-0.425404204,1.2,0.6,0.21
Josh Jackson,2021-22,-0.478721686,-2.0,0.1,0.28
PJ Dozier,2021-22,-0.50783958,1.0,0.4,-0.2
Chris Duarte,2021-22,-0.511350175,-1.1,0.7,-1.01
Killian Tillie,2021-22,-0.550494595,1.1,0.6,0.18
Tacko Fall,2021-22,-0.558852428,0.8,0.1,0.09
Spencer Dinwiddie,2021-22,-0.576493662,0.1,0.7,-0.72
Joe Ingles,2021-22,-0.586723979,0.5,0.9,-0.12
Sam Hauser,2021-22,-0.638690279,-0.3,0.2,-0.72
Udoka Azubuike,2021-22,-0.654135485,0.4,0.3,0.06
Dalano Banton,2021-22,-0.747571391,0.4,0.8,0.27
Timothe Luwawu-Cabarrot,2021-22,-0.750706074,-1.0,0.3,-0.19
Joel Ayayi,2021-22,-0.831735338,-1.7,0.0,0.07
Jay Huff,2021-22,-0.844769268,0.9,0.0,-0.03
Charles Bassey,2021-22,-0.864385084,2.1,0.3,0.48
Gorgui Dieng,2021-22,-0.918557351,0.8,0.4,0.74
Danuel House Jr.,2021-22,-0.950603856,0.7,0.6,0.2
JaMychal Green,2021-22,-0.960693525,0.1,1.4,0.1
Jordan Poole,2021-22,-1.036991601,-0.3,2.9,-0.52
Terry Rozier,2021-22,-1.062848381,-0.7,1.6,-1.02
Damyean Dotson,2021-22,-1.097274715,-1.2,0.0,-0.21
Admiral Schofield,2021-22,-1.111482512,-1.2,0.3,-0.38
Tomas Satoransky,2021-22,-1.158334484,0.0,0.3,0.44
Moses Brown,2021-22,-1.182165758,-1.7,0.3,0.4
T.J. McConnell,2021-22,-1.210400548,1.4,0.4,-0.14
Patrick Williams,2021-22,-1.227045648,-0.7,0.3,-0.07
Goga Bitadze,2021-22,-1.245824698,-0.6,0.6,-0.01
Trent Forrest,2021-22,-1.257407945,1.2,0.8,-0.6
Terence Davis,2021-22,-1.301972025,-0.4,0.5,-0.13
Nathan Knight,2021-22,-1.334395213,0.1,0.3,-0.18
Sterling Brown,2021-22,-1.352591125,0.5,0.9,0.66
Aaron Wiggins,2021-22,-1.398638923,-0.9,0.8,-0.41
Jordan Clarkson,2021-22,-1.403456865,-1.2,2.0,-1.04
Troy Brown Jr.,2021-22,-1.404316838,-0.2,0.9,0.61
Cole Anthony,2021-22,-1.456688171,-0.6,1.7,-0.53
Saddiq Bey,2021-22,-1.472533575,-1.2,1.6,-2.01
Evan Fournier,2021-22,-1.501882679,-0.3,2.2,-1.05
Thanasis Antetokounmpo,2021-22,-1.575845432,-0.1,0.5,0.07
Rodney McGruder,2021-22,-1.597919149,-0.7,0.4,-0.49
Raul Neto,2021-22,-1.600806121,-0.5,0.8,0.21
Ryan Arcidiacono,2021-22,-1.687537848,0.0,0.1,-0.14
Trey Lyles,2021-22,-1.688425068,-1.6,0.3,-0.45
Donovan Mitchell,2021-22,-1.707851637,-0.3,2.5,-0.92
Scotty Hopson,2021-22,-1.716750008,-2.9,0.0,0.1
Rajon Rondo,2021-22,-1.766558418,1.0,0.5,-0.52
Jalen McDaniels,2021-22,-1.769420064,-0.4,0.7,-0.37
Davon Reed,2021-22,-1.773986247,0.3,0.7,0.13
Jock Landale,2021-22,-1.800327269,-1.1,0.4,-0.87
Damion Lee,2021-22,-1.833385475,0.4,1.8,-0.02
Cameron Oliver,2021-22,-1.840110906,-0.5,0.0,-0.23
Stanley Johnson,2021-22,-1.864579255,0.1,0.9,-0.24
Trevon Scott,2021-22,-1.891385219,,,-0.21
Amir Coffey,2021-22,-1.895031803,0.0,1.5,-1.35
Usman Garuba,2021-22,-1.901504039,0.9,0.3,1.18
Wes Iwundu,2021-22,-1.942595574,-2.7,0.0,-0.37
Lindy Waters III,2021-22,-1.942749895,-0.8,0.5,0.26
Devonte' Graham,2021-22,-1.945055727,-1.2,1.2,-0.91
Tyus Jones,2021-22,-1.9469556,0.5,1.6,-0.41
Chaundee Brown Jr.,2021-22,-1.956711144,-1.7,0.0,-0.34
Brandon Goodwin,2021-22,-1.95847439,1.1,0.7,-0.06
Darius Garland,2021-22,-1.960149756,-0.8,2.5,-0.5
Michael Porter Jr.,2021-22,-1.970463058,0.5,0.3,0.76
Moses Moody,2021-22,-2.040820925,-1.1,0.7,-0.88
Jevon Carter,2021-22,-2.044741037,0.3,0.3,-0.54
Jalen Smith,2021-22,-2.05264985,-2.1,0.4,-0.23
Zavier Simpson,2021-22,-2.071678127,-1.9,0.1,-0.11
Kyrie Irving,2021-22,-2.081161003,-1.2,0.9,-1.11
Kessler Edwards,2021-22,-2.119802063,-0.8,0.9,-0.42
Didi Louzada,2021-22,-2.15610501,-3.1,0.0,-0.31
Charlie Brown Jr.,2021-22,-2.156758803,-0.1,0.2,-0.56
Marcus Garrett,2021-22,-2.181229403,1.0,0.2,0.15
CJ Elleby,2021-22,-2.22260983,-1.5,0.5,-0.71
Markelle Fultz,2021-22,-2.257359302,0.4,0.4,0.09
Marko Simonovic,2021-22,-2.287298084,-5.0,0.0,-0.17
Victor Oladipo,2021-22,-2.287534325,-0.5,0.2,-0.27
Craig Sword,2021-22,-2.307427405,10.0,0.0,0.09
Malcolm Brogdon,2021-22,-2.3084466,-0.5,0.4,-1.0
Garrison Mathews,2021-22,-2.31803393,-1.0,0.5,-1.06
Russell Westbrook,2021-22,-2.332214644,-0.9,2.3,-1.44
D.J. Wilson,2021-22,-2.338030316,3.2,0.1,-0.28
Nickeil Alexander-Walker,2021-22,-2.339043169,1.2,0.2,-0.71
Eric Gordon,2021-22,-2.372545881,-2.2,-0.1,-1.99
Ziaire Williams,2021-22,-2.381714994,-0.6,1.1,-0.96
Deividas Sirvydis,2021-22,-2.46233242,2.2,0.1,-0.06
Denzel Valentine,2021-22,-2.482736044,1.6,0.0,-0.27
Aaron Holiday,2021-22,-2.5789619,0.3,0.5,-0.48
Isaiah Livers,2021-22,-2.60950912,-0.2,0.3,-0.79
Malachi Flynn,2021-22,-2.637836995,0.4,0.5,-0.52
Ty Jerome,2021-22,-2.663059624,-0.2,0.5,0.04
Yuta Watanabe,2021-22,-2.674569595,0.0,0.6,0.1
Wenyen Gabriel,2021-22,-2.718929526,-2.3,0.2,-0.54
Cam Reddish,2021-22,-2.768040042,1.2,0.3,-1.85
Elfrid Payton,2021-22,-2.777140116,1.2,0.8,-0.09
Svi Mykhailiuk,2021-22,-2.794643654,-0.2,0.7,-0.31
Lonnie Walker IV,2021-22,-2.912973392,-1.3,1.1,-1.45
Olivier Sarr,2021-22,-2.939221486,-1.3,0.3,0.86
Devin Cannady,2021-22,-2.94742476,-0.4,0.1,0.2
Brandon Knight,2021-22,-3.006655174,-1.9,0.1,-0.59
Goran Dragic,2021-22,-3.018504372,-1.1,0.3,-0.32
Willy Hernangomez,2021-22,-3.028995912,-1.5,0.9,0.14
Miles McBride,2021-22,-3.031007931,1.0,0.4,-0.13
Tyler Herro,2021-22,-3.046507826,-0.9,2.4,-1.55
Trey Murphy III,2021-22,-3.046814277,-1.4,0.6,0.0
Anthony Lamb,2021-22,-3.091604676,-1.8,0.0,-0.36
Kelly Oubre Jr.,2021-22,-3.116868801,-1.6,1.4,-1.33
Javonte Smart,2021-22,-3.138266991,-0.7,0.1,-0.09
Javin DeLaurier,2021-22,-3.200698615,11.8,0.0,-0.24
Robin Lopez,2021-22,-3.219153996,-1.4,0.3,-0.55
Isaac Bonga,2021-22,-3.230932417,5.0,0.1,-0.22
Luke Kornet,2021-22,-3.242855303,1.4,0.2,-0.32
Jordan Schakel,2021-22,-3.275271987,-4.3,0.0,0.12
Tyrese Haliburton,2021-22,-3.285536329,-1.0,0.6,-0.45
Semi Ojeleye,2021-22,-3.316593876,-1.4,0.1,-0.58
Joshua Primo,2021-22,-3.318022235,-1.1,0.6,-0.8
Daniel Oturu,2021-22,-3.386206234,-2.5,0.0,-0.4
De'Aaron Fox,2021-22,-3.426346369,-1.2,1.0,-0.85
Tyler Cook,2021-22,-3.449217277,-1.1,0.2,-0.12
Tremont Waters,2021-22,-3.47257632,4.0,0.0,-0.34
Tony Snell,2021-22,-3.481541622,-0.6,0.2,-0.45
Quinndary Weatherspoon,2021-22,-3.514825238,0.1,0.1,-0.41
Quentin Grimes,2021-22,-3.586346165,0.9,0.9,-0.49
Robert Woodard II,2021-22,-3.595008856,-3.6,0.0,0.0
Solomon Hill,2021-22,-3.64975183,1.2,0.1,0.34
KJ Martin,2021-22,-3.672914174,-1.2,0.6,-1.73
Vlatko Cancar,2021-22,-3.718785126,-0.9,0.1,0.05
Abdel Nader,2021-22,-3.726228606,2.2,0.3,-0.26
Luke Kennard,2021-22,-3.735111949,-0.3,1.7,-1.19
Jared Harper,2021-22,-3.769767105,3.1,0.1,-0.23
Jay Scrubb,2021-22,-3.821842666,-0.4,0.1,-0.15
Paul Watson,2021-22,-3.846762334,-0.6,0.1,0.11
Avery Bradley,2021-22,-3.859883632,-0.1,0.9,-0.32
Kemba Walker,2021-22,-3.893846623,-0.2,0.9,-0.45
David Duke Jr.,2021-22,-3.945207563,-0.9,0.3,-0.34
Zeke Nnaji,2021-22,-3.945531703,-1.6,0.6,-0.18
Joe Harris,2021-22,-3.979521466,-0.5,0.2,-0.46
Norman Powell,2021-22,-4.01857972,-0.1,0.1,-1.56
CJ McCollum,2021-22,-4.033745787,-0.7,0.7,-1.44
Matt Thomas,2021-22,-4.035141827,-1.5,0.2,-0.7
Emanuel Terry,2021-22,-4.055745753,-5.3,0.0,-0.82
Cassius Stanley,2021-22,-4.067255243,-1.0,0.1,-0.24
Mac McClung,2021-22,-4.079270105,-0.2,0.0,-0.3
Gabe York,2021-22,-4.085710011,2.2,0.0,-0.15
Paul Millsap,2021-22,-4.091030602,-0.4,0.1,-0.6
Saben Lee,2021-22,-4.154700302,1.5,0.7,-0.25
Carmelo Anthony,2021-22,-4.164109555,-0.8,1.4,-2.0
Malcolm Hill,2021-22,-4.165866348,-1.6,0.1,-0.13
JT Thor,2021-22,-4.174118457,0.1,0.2,0.11
Chris Chiozza,2021-22,-4.184594063,-0.2,0.5,-0.5
Furkan Korkmaz,2021-22,-4.227454247,-1.1,1.1,-1.14
Willie Cauley-Stein,2021-22,-4.248298967,5.8,0.0,0.12
Skylar Mays,2021-22,-4.288744419,-0.8,0.1,-0.98
Boban Marjanovic,2021-22,-4.300718267,-1.2,0.2,0.04
Rob Edwards,2021-22,-4.327577372,-2.9,0.0,0.02
Reggie Perry,2021-22,-4.351583261,-1.2,0.0,-0.4
Trevor Ariza,2021-22,-4.386884959,-0.2,0.4,-0.26
Marcus Morris Sr.,2021-22,-4.415981956,,,-1.26
Taurean Prince,2021-22,-4.420202112,0.0,1.2,-0.46
Armoni Brooks,2021-22,-4.423566927,1.2,0.2,-0.97
Haywood Highsmith,2021-22,-4.428306793,-1.3,0.2,-0.39
Theo Pinson,2021-22,-4.430127829,1.0,0.2,-0.44
Trendon Watford,2021-22,-4.458766395,-0.4,0.5,-0.94
Kevin Pangos,2021-22,-4.464256743,-1.4,0.1,-0.75
Malik Beasley,2021-22,-4.467698491,-1.5,1.2,-1.46
Danilo Gallinari,2021-22,-4.483785995,-1.2,0.8,-0.85
Ish Smith,2021-22,-4.530824637,-0.6,0.5,-0.36
Louis King,2021-22,-4.550556511,-1.6,0.0,-0.27
Gabriel Deck,2021-22,-4.569725266,-1.3,0.0,-0.05
Jon Teske,2021-22,-4.601139941,3.7,0.0,-0.69
Sharife Cooper,2021-22,-4.614264084,-5.0,0.0,-0.21
Davis Bertans,2021-22,-4.653924141,-0.3,0.4,-0.71
Justin Champagnie,2021-22,-4.686143711,-0.7,0.3,-0.61
Justin Anderson,2021-22,-4.68829811,-1.6,0.1,-0.07
R.J. Hampton,2021-22,-4.700723243,-0.1,1.1,-0.32
Aaron Nesmith,2021-22,-4.728060612,0.7,0.9,-0.11
Corey Kispert,2021-22,-4.737907668,-1.5,0.7,-0.92
Tim Frazier,2021-22,-4.775882303,-5.8,0.0,0.04
Ish Wainright,2021-22,-4.782260754,1.0,0.6,-0.4
Theo Maledon,2021-22,-4.808482427,-0.7,0.8,0.04
Juwan Morgan,2021-22,-4.836025113,-2.0,0.0,-0.52
Brandon Boston,2021-22,-4.844255721,,,-0.36
Isaiah Thomas,2021-22,-4.85195645,-2.6,0.1,-1.02
Santi Aldama,2021-22,-4.880402244,-1.5,0.4,-0.6
Yves Pons,2021-22,-4.919727967,-1.7,0.1,-1.06
Donte DiVincenzo,2021-22,-4.958455734,0.2,0.6,-1.05
Kevin Porter Jr.,2021-22,-4.979119275,-1.6,0.8,-1.54
Caris LeVert,2021-22,-5.013108845,-1.1,0.6,-1.14
Nik Stauskas,2021-22,-5.048441225,-4.8,0.0,-0.24
Keifer Sykes,2021-22,-5.087769131,-2.4,0.1,-0.76
Kelan Martin,2021-22,-5.145308709,-10.5,0.0,-0.96
Zach LaVine,2021-22,-5.161165905,-1.5,1.3,-1.3
Bones Hyland,2021-22,-5.168341201,-0.7,1.3,-1.35
Trayvon Palmer,2021-22,-5.196607183,-1.8,0.0,0.01
Greg Brown III,2021-22,-5.20856798,-0.7,0.5,-0.1
Jordan Bell,2021-22,-5.230565277,10.8,0.0,-0.19
Gary Clark,2021-22,-5.320068376,0.0,0.4,0.41
David Johnson,2021-22,-5.359015415,-8.7,0.0,-0.38
Lou Williams,2021-22,-5.482720733,-1.4,0.4,-1.37
Wayne Selden,2021-22,-5.483621466,-1.6,0.0,-0.12
Rui Hachimura,2021-22,-5.491217008,-1.7,0.6,-0.35
Xavier Moon,2021-22,-5.542461336,1.0,0.2,-0.67
Darren Collison,2021-22,-5.581054423,-0.9,0.0,-0.21
Juancho Hernangomez,2021-22,-5.66635882,0.7,0.4,-0.46
Jake Layman,2021-22,-5.733781051,-0.6,0.2,-0.2
Cedi Osman,2021-22,-5.745798918,0.5,1.6,-1.47
Tre Mann,2021-22,-5.751670335,-1.1,1.0,-1.39
Payton Pritchard,2021-22,-5.801170478,0.1,1.2,-1.47
Austin Rivers,2021-22,-5.813842974,-0.3,1.1,-1.35
Malik Monk,2021-22,-5.883815696,-1.0,1.4,-1.83
Jeff Dowtin Jr.,2021-22,-5.925422871,0.2,0.1,-0.1
Myles Powell,2021-22,-5.953266511,-2.2,0.0,-0.72
DeMar DeRozan,2021-22,-5.962177033,-0.9,1.8,-1.53
James Ennis III,2021-22,-5.981483197,-4.0,0.0,-0.24
Jemerrio Jones,2021-22,-5.998290764,0.1,0.0,-0.26
Kris Dunn,2021-22,-5.998400397,-0.8,0.3,-0.36
Emmanuel Mudiay,2021-22,-6.097254952,1.5,0.0,-0.04
Bol Bol,2021-22,-6.108785832,-0.4,0.1,0.2
Jalen Johnson,2021-22,-6.139978659,-1.1,0.1,-0.17
Mychal Mulder,2021-22,-6.161045398,-2.6,0.0,-0.28
JaQuori McLaughlin,2021-22,-6.223789979,-4.2,0.0,-0.39
Carsen Edwards,2021-22,-6.277946673,-3.4,0.0,-0.65
Arnoldas Kulboka,2021-22,-6.283880596,-7.1,0.0,-0.61
Bruno Fernando,2021-22,-6.340980462,0.2,0.1,-0.2
Norvel Pelle,2021-22,-6.356831602,-4.1,0.0,-0.53
Trae Young,2021-22,-6.372853949,-2.0,1.0,-1.54
Joe Wieskamp,2021-22,-6.416779124,-1.1,0.1,-0.52
Markieff Morris,2021-22,-6.478611251,-0.4,0.3,-1.17
Carlik Jones,2021-22,-6.578955766,-3.7,0.0,-0.34
Devon Dotson,2021-22,-6.623602716,-1.5,0.0,0.06
Georges Niang,2021-22,-6.627815912,-1.1,1.3,-1.61
Ruben Nembhard Jr.,2021-22,-6.656404171,,,-0.46
Jeremy Lamb,2021-22,-6.668629227,-0.9,0.2,-0.66
Luka Garza,2021-22,-6.670303316,-2.0,0.2,-0.92
Jared Butler,2021-22,-6.70784376,0.7,0.5,-1.35
Alfonzo McKinnie,2021-22,-6.769051012,-3.4,0.1,-0.77
Rodney Hood,2021-22,-6.778667448,-0.5,0.1,-0.68
Rayjon Tucker,2021-22,-6.780687526,1.1,0.0,-0.14
Langston Galloway,2021-22,-6.857712935,-0.6,0.0,-0.57
Cody Zeller,2021-22,-6.92054046,-1.0,0.2,0.02
Moses Wright,2021-22,-6.935985587,-0.6,0.0,-0.37
Brodric Thomas,2021-22,-6.968472886,0.8,0.1,-0.79
Jabari Parker,2021-22,-6.989908103,1.1,0.2,-0.64
Neemias Queta,2021-22,-7.001650136,-1.0,0.1,0.34
Jaden Springer,2021-22,-7.027772406,8.7,0.0,-0.59
Hassani Gravett,2021-22,-7.042021861,0.2,0.1,0.28
Wayne Ellington,2021-22,-7.048283728,-0.6,0.4,-1.31
Ignas Brazdeikis,2021-22,-7.067234983,-1.6,0.3,-0.96
Leandro Bolmaro,2021-22,-7.081011044,-0.7,0.2,-0.76
Micah Potter,2021-22,-7.088718032,-3.0,0.0,-0.16
Jaylen Morris,2021-22,-7.118301031,-5.7,0.0,-0.3
Buddy Hield,2021-22,-7.124739788,-2.2,0.3,-1.54
Damian Lillard,2021-22,-7.155429471,-2.7,0.1,-1.54
BJ Johnson,2021-22,-7.17897034,,,-0.03
Udonis Haslem,2021-22,-7.208446133,-0.7,0.1,0.13
Aaron Henry,2021-22,-7.217774687,-2.4,0.0,-0.59
Justin Jackson,2021-22,-7.218892623,-0.9,0.0,-0.79
Bojan Bogdanovic,2021-22,-7.254872063,-1.6,1.6,-1.56
Alize Johnson,2021-22,-7.256563971,-3.0,0.0,-0.35
Petr Cornelie,2021-22,-7.283277266,-2.7,0.0,-0.09
Collin Sexton,2021-22,-7.296467211,-0.7,0.3,-1.08
Trevelin Queen,2021-22,-7.356593307,-0.8,0.1,0.1
DaQuan Jeffries,2021-22,-7.378419347,0.9,0.0,-0.69
Cassius Winston,2021-22,-7.428255298,-3.5,0.0,0.06
Jaylen Nowell,2021-22,-7.429425758,-0.7,0.7,-1.35
Patty Mills,2021-22,-7.441797103,-1.4,0.9,-2.27
George King,2021-22,-7.558439465,-3.5,0.0,-0.49
Kai Jones,2021-22,-7.578395607,-1.4,0.0,-0.62
Oshae Brissett,2021-22,-7.62243215,-1.7,0.9,-0.45
Kyle Guy,2021-22,-7.632250697,-0.3,0.2,-0.53
Jarrett Culver,2021-22,-7.737545711,0.3,0.5,-0.93
Sam Dekker,2021-22,-7.737842238,-3.4,0.0,-0.36
Cheick Diallo,2021-22,-7.782618333,-3.3,0.0,-0.05
Tyler Johnson,2021-22,-7.832822852,1.1,0.0,-0.39
Jordan Nwora,2021-22,-7.880440748,-1.5,1.1,-1.31
Melvin Frazier Jr.,2021-22,-7.931179943,,,-0.79
Markus Howard,2021-22,-7.965344822,-2.0,0.2,-1.04
Frank Jackson,2021-22,-8.030184891,-1.7,0.4,-1.54
MJ Walker,2021-22,-8.03339337,,,-0.74
Isaiah Joe,2021-22,-8.049776107,-1.5,0.4,-1.42
Coby White,2021-22,-8.05346193,-1.7,0.8,-1.74
Xavier Sneed,2021-22,-8.055151475,-3.3,0.0,-0.66
Miye Oni,2021-22,-8.06398587,-0.3,0.0,-0.73
Jaylen Hoard,2021-22,-8.17320961,-2.1,0.3,-0.29
Bryn Forbes,2021-22,-8.244210554,-3.2,0.2,-1.43
Chris Silva,2021-22,-8.380397181,0.1,0.1,-0.02
Jamorko Pickett,2021-22,-8.40801601,-2.1,0.1,-0.31
Brad Wanamaker,2021-22,-8.501315839,4.7,0.0,-0.15
Jahmi'us Ramsey,2021-22,-8.524645964,-3.4,0.0,-0.49
Trey Burke,2021-22,-8.583207416,-1.4,0.4,-1.31
Vernon Carey Jr.,2021-22,-8.720620523,-4.1,0.0,-0.42
Dakota Mathias,2021-22,-8.736364604,1.7,0.0,-0.67
Tyrone Wallace,2021-22,-8.740108192,-0.6,0.1,0.14
Daishen Nix,2021-22,-8.77408403,-1.0,0.1,0.18
Cam Thomas,2021-22,-8.89217629,-1.4,0.8,-1.53
