Player,Season,DIS,DBPM,DWS,D-LEBRON
Isaiah Crawford,2024-25,-2.897548425,-0.7,0.0,0.39
Spencer Jones,2024-25,-2.94393364,-0.8,0.1,-0.11
Brandon Miller,2024-25,-2.964438436,-0.8,0.7,-0.81
Kobe Bufkin,2024-25,-2.965575965,-0.5,0.1,0.09
Tony Bradley,2024-25,-2.986749542,-0.3,0.2,-0.07
Moses Brown,2024-25,-2.990149236,1.6,0.1,0.01
Vlatko Cancar,2024-25,-3.107146914,-0.6,0.1,0.15
Jalen Brunson,2024-25,-3.109248407,-1.3,1.4,-1.36
Devin Vassell,2024-25,-3.119705751,-0.8,1.3,-0.74
TyTy Washington Jr.,2024-25,-3.139800913,-2.5,0.0,-0.07
Isaiah Wong,2024-25,-3.15930993,-1.0,0.1,-0.32
D'Angelo Russell,2024-25,-3.215521584,-0.4,1.3,-0.39
Bronny James,2024-25,-3.253021086,-1.3,0.2,-0.12
Bruce Brown,2024-25,-3.334312484,-0.6,0.6,-0.07
Scoot Henderson,2024-25,-3.350141641,-0.8,1.4,-0.61
Tyler Herro,2024-25,-3.355017926,-0.7,2.7,-0.67
Michael Porter Jr.,2024-25,-3.36545374,-1.7,1.8,-0.97
Jaylon Tyson,2024-25,-3.372177897,-0.2,0.5,-0.65
Georges Niang,2024-25,-3.489457056,-1.2,1.4,-0.63
DeMar DeRozan,2024-25,-3.502529017,-1.2,1.4,-0.74
Lester Quinones,2024-25,-3.505796327,,,-0.27
Trevelin Queen,2024-25,-3.524101062,2.3,0.8,0.1
Norman Powell,2024-25,-3.551270532,-0.2,2.3,-0.46
Guerschon Yabusele,2024-25,-3.59809757,-1.1,1.0,-1.13
Josh Christopher,2024-25,-3.710814681,-0.4,0.1,0.32
Emoni Bates,2024-25,-3.740335016,-1.0,0.1,-0.44
Gary Trent Jr.,2024-25,-3.750918638,-0.4,1.7,-0.5
Tyrese Maxey,2024-25,-3.81895633,-1.1,1.0,-1.77
Klay Thompson,2024-25,-3.828549499,-1.6,1.1,-1.48
Jack McVeigh,2024-25,-3.898321178,-3.0,0.0,-0.16
Sandro Mamukelashvili,2024-25,-3.97039932,-1.0,0.6,-0.08
Blake Wesley,2024-25,-4.020535233,-0.3,0.4,0.0
Keldon Johnson,2024-25,-4.02884874,-1.6,1.0,-1.19
Jalen Bridges,2024-25,-4.070990644,-4.7,0.0,0.18
Jazian Gortman,2024-25,-4.114235834,-0.8,0.0,-0.15
Jordan McLaughlin,2024-25,-4.160362563,-0.5,0.0,0.26
Jared Butler,2024-25,-4.161402722,-1.5,0.4,-0.81
Garrison Mathews,2024-25,-4.163085581,-0.5,0.5,-0.16
Ayo Dosunmu,2024-25,-4.177961517,-0.2,1.0,-0.38
Ty Jerome,2024-25,-4.217469529,0.8,1.8,-0.32
Tyler Smith,2024-25,-4.277447545,-1.2,0.1,0.08
Jacob Toppin,2024-25,-4.278415727,-3.0,0.0,-0.01
Aaron Gordon,2024-25,-4.284505586,-1.5,0.7,-1.11
Brandon Williams,2024-25,-4.288349267,-0.1,0.4,-0.46
Jaylen Sims,2024-25,-4.345860814,-1.3,0.0,0.24
Tristen Newton,2024-25,-4.362836191,2.7,0.0,-0.38
Terry Rozier,2024-25,-4.377935005,-1.0,1.5,-0.35
Collin Gillespie,2024-25,-4.43726093,0.2,0.3,0.03
Cory Joseph,2024-25,-4.453025613,1.4,0.9,0.08
Malaki Branham,2024-25,-4.628033809,-1.9,0.2,-1.07
Lindy Waters III,2024-25,-4.628702145,-0.7,0.1,0.17
Jamal Shead,2024-25,-4.650413771,-0.9,1.1,-0.55
Kyle Filipowski,2024-25,-4.654687675,-0.3,1.0,-0.24
Lauri Markkanen,2024-25,-4.661351368,-2.1,0.3,-1.6
Quincy Olivari,2024-25,-4.664876799,-8.5,0.0,0.03
Jevon Carter,2024-25,-4.693824944,-1.1,0.3,-0.32
Armel Traore,2024-25,-4.796732304,,,0.18
Cam Christie,2024-25,-4.797268307,3.0,0.1,-0.31
Drew Timme,2024-25,-4.810674985,-2.8,0.2,-0.15
Tyler Kolek,2024-25,-4.919874955,-0.3,0.3,-0.19
N'Faly Dante,2024-25,-5.017572749,1.7,0.1,0.09
Shaedon Sharpe,2024-25,-5.02011223,-1.3,1.7,-1.15
Jarace Walker,2024-25,-5.048884844,0.8,1.5,0.84
Jock Landale,2024-25,-5.054780067,0.4,0.7,0.03
Jesse Edwards,2024-25,-5.061836869,4.7,0.0,-0.39
Emanuel Miller,2024-25,-5.070069917,-0.9,0.0,0.22
Jaylen Martin,2024-25,-5.101629727,-1.9,0.1,-0.01
Daishen Nix,2024-25,-5.149196796,-1.2,0.0,-0.37
Markieff Morris,2024-25,-5.200803652,-2.3,0.1,-0.03
Trey Murphy III,2024-25,-5.218432376,-1.4,0.5,-1.57
E.J. Liddell,2024-25,-5.232108025,-1.4,0.0,0.2
Lamar Stevens,2024-25,-5.234001881,-0.6,0.2,0.02
Alex Reese,2024-25,-5.283777845,-0.3,0.2,0.77
Jaylen Nowell,2024-25,-5.296855043,-2.5,0.0,-0.33
Nae'Qwan Tomlin,2024-25,-5.299442939,-2.4,0.1,-0.37
Oshae Brissett,2024-25,-5.314907566,-2.6,0.1,-0.02
Wendell Moore Jr.,2024-25,-5.347622106,-1.5,0.2,0.18
Jalen Wilson,2024-25,-5.350628946,-1.3,1.0,-1.21
Gradey Dick,2024-25,-5.372637279,-1.3,1.2,-0.96
Jamison Battle,2024-25,-5.392635574,-1.3,0.7,-0.78
Duop Reath,2024-25,-5.39642728,-0.5,0.4,-0.27
Isaiah Mobley,2024-25,-5.423317374,4.8,0.0,-0.06
Brandon Boston,2024-25,-5.476592065,,,-0.51
Jackson Rowe,2024-25,-5.493509362,1.5,0.1,-0.08
Kevin McCullar Jr.,2024-25,-5.520981978,1.3,0.0,-0.05
Trey Alexander,2024-25,-5.539311061,-1.8,0.0,-0.24
Jae Crowder,2024-25,-5.574397976,-0.5,0.1,0.36
Pat Connaughton,2024-25,-5.585774902,-0.8,0.6,0.12
Patrick Baldwin Jr.,2024-25,-5.592849831,10.8,0.0,0.31
Cody Williams,2024-25,-5.62672914,-1.2,0.1,-0.53
Anthony Gill,2024-25,-5.673225879,-1.5,0.1,0.05
Kobe Brown,2024-25,-5.676083082,0.4,0.4,0.13
Bennedict Mathurin,2024-25,-5.707126983,-1.5,1.8,-0.73
Bub Carrington,2024-25,-5.746291474,-1.3,0.6,-1.6
Eric Gordon,2024-25,-5.7518696,-0.8,0.2,-0.71
Tristan Vukcevic,2024-25,-5.924433994,-0.9,0.4,0.36
A.J. Lawson,2024-25,-5.960707421,-1.0,0.4,-0.39
Dario Saric,2024-25,-6.011063604,-0.4,0.2,-0.14
Hunter Tyson,2024-25,-6.13089803,-1.5,0.3,-0.3
Jett Howard,2024-25,-6.137905491,-1.2,0.8,-1.0
Isaiah Jackson,2024-25,-6.159999437,1.8,0.1,-0.04
Justin Minaya,2024-25,-6.170662177,1.7,0.1,0.13
CJ McCollum,2024-25,-6.173313516,-2.6,0.2,-2.48
Seth Curry,2024-25,-6.197564222,-0.9,0.5,-0.85
Craig Porter Jr.,2024-25,-6.213974938,1.0,0.6,0.07
Xavier Tillman,2024-25,-6.242658343,,,0.39
Cole Swider,2024-25,-6.274335002,-2.1,0.1,-0.16
Caleb Houstan,2024-25,-6.29387987,0.2,0.9,-0.4
Malevy Leons,2024-25,-6.332843994,-1.9,0.0,-1.03
Nate Williams,2024-25,-6.343950497,,,-0.27
Tyus Jones,2024-25,-6.362398708,-1.3,0.3,-1.4
Chris Livingston,2024-25,-6.422987948,-1.1,0.2,0.15
Isaiah Collier,2024-25,-6.427245004,-1.5,0.5,-1.02
Terrence Shannon Jr.,2024-25,-6.477375495,0.0,0.4,-0.47
Vasilije Micic,2024-25,-6.490468809,-4.1,0.0,-1.17
Vince Williams Jr.,2024-25,-6.508415703,-0.3,0.5,-0.35
Daeqwon Plowden,2024-25,-6.523846916,-1.5,0.0,-0.02
Jared Rhoden,2024-25,-6.574439513,0.1,0.2,-0.18
Jeff Dowtin Jr.,2024-25,-6.594193664,,,-0.46
